Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,timestamp
DP-KMeans,0.1,5,46,0.04268699269459993,0.1270201941872014,0.016527052968740463,913.5637747968601,1.3371469974517822,2025-10-02 02:35:28
DP-KMeans,0.1,1,42,0.04492327083488319,0.0841762565759636,0.034819088876247406,952.832754155345,1.174394130706787,2025-10-02 02:35:31
DP-KMeans,0.1,3,44,0.05925659061345116,0.1150154278440714,0.044135842472314835,1046.1294595350744,1.2144579887390137,2025-10-02 02:35:33
DP-KMeans,0.1,4,45,0.04055834661256166,0.12594968984485816,0.04570148512721062,1165.9633319495465,1.4321370124816895,2025-10-02 02:35:34
DP-KMeans,0.1,2,43,0.021965350539207274,0.05415952364906567,0.020084451884031296,911.8582959295485,1.221069097518921,2025-10-02 02:35:35
DP-KMeans,0.1,11,52,0.0,0.0,nan,1232.1461768975432,1.7991559505462646,2025-10-02 02:35:36
DP-KMeans,0.1,7,48,0.019381167955724435,0.09876557125369416,0.06609419733285904,922.2896810851905,1.2740139961242676,2025-10-02 02:35:36
DP-KMeans,0.1,0,41,0.00045337618174271074,0.024244625598952983,0.06344819068908691,1038.5628177436638,1.1559910774230957,2025-10-02 02:35:36
DP-KMeans,0.1,6,47,-7.223707839392076e-05,0.002611562093341093,0.01847716048359871,889.2124347330175,1.281456708908081,2025-10-02 02:35:38
DP-KMeans,0.1,8,49,3.247577644491544e-07,8.627757362222969e-05,0.24126651883125305,1056.938554118091,1.9052519798278809,2025-10-02 02:37:34
DP-KMeans,0.1,10,51,0.04402580833846335,0.11407105806925195,0.08616812527179718,1130.0654642346892,1.914250135421753,2025-10-02 02:37:37
DP-KMeans,0.1,14,55,0.07546343974446654,0.13985866149655338,0.038782548159360886,955.4336225142376,1.8247179985046387,2025-10-02 02:37:37
DP-KMeans,0.1,9,50,0.006713786002838205,0.05799912498139286,0.12984001636505127,923.8382405180182,1.824610710144043,2025-10-02 02:37:38
DP-KMeans,0.1,15,56,0.06160513983156196,0.13334661243269078,0.004997603595256805,1103.5019667192935,1.8982439041137695,2025-10-02 02:37:39
DP-KMeans,0.1,13,54,0.09007046049741566,0.19683300132616843,0.04723108932375908,925.0299007127451,1.6940009593963623,2025-10-02 02:37:39
DP-KMeans,0.1,12,53,9.77374124029995e-05,0.008198866170930522,0.17737537622451782,977.2317024420618,1.5911290645599365,2025-10-02 02:37:40
DP-KMeans,0.1,16,57,0.018367682261851637,0.07142947451275782,0.03048369102180004,876.3578676902036,2.019970178604126,2025-10-02 02:37:42
DP-KMeans,0.1,17,58,0.0518213390323762,0.10536671522839203,0.02797168493270874,860.1270632151175,1.4690701961517334,2025-10-02 02:38:30
DP-KMeans,0.1,18,59,0.016935374041407623,0.0881945507198371,0.0816081166267395,943.2583140178904,1.7255170345306396,2025-10-02 02:38:34
DP-KMeans,0.1,19,60,6.642613243002643e-07,0.0001725386714002872,0.2288307249546051,1212.3554312111105,1.802828073501587,2025-10-02 02:38:34
DP-KMeans,0.5,4,45,0.2095173838757971,0.3270630955102046,0.058450911194086075,344.64476068333613,1.3582861423492432,2025-10-02 04:08:12
DP-KMeans,0.5,0,41,0.2380034855496322,0.3576685948323177,0.049009378999471664,378.21253521280187,1.2012972831726074,2025-10-02 04:08:13
DP-KMeans,0.5,2,43,0.19902188234299847,0.3145740131518805,0.0453936867415905,394.48573661774094,1.2478458881378174,2025-10-02 04:08:17
DP-KMeans,0.5,5,46,0.17341358068967747,0.33676255692928797,0.03424284607172012,250.1141399591057,1.376443862915039,2025-10-02 04:08:18
DP-KMeans,0.5,7,48,0.14867269089922663,0.24861669821372342,0.0496758371591568,715.7883088031494,1.2868800163269043,2025-10-02 04:08:18
DP-KMeans,0.5,1,42,0.18069975356731954,0.33680489902364996,0.02996988780796528,508.8821441383258,1.3379018306732178,2025-10-02 04:08:18
DP-KMeans,0.5,3,44,0.20297623184445113,0.3523300714671188,0.06663128733634949,775.6301240898787,1.4250092506408691,2025-10-02 04:08:18
DP-KMeans,0.5,6,47,0.1391733280735365,0.26364781639234874,0.05117705091834068,420.76449283226594,1.3779067993164062,2025-10-02 04:08:19
DP-KMeans,0.5,9,50,0.2040556240178662,0.3405275542355145,0.0499994270503521,244.07531394180106,1.7436962127685547,2025-10-02 04:10:03
DP-KMeans,0.5,15,56,0.20852111090057937,0.3053014128317006,0.05700916051864624,511.0373517820607,1.7291100025177002,2025-10-02 04:10:09
DP-KMeans,0.5,10,51,0.1893286720859095,0.30212157335501466,0.0566597506403923,460.68694222959004,1.4386301040649414,2025-10-02 04:10:11
DP-KMeans,0.5,8,49,0.12427706495981944,0.26251773776421256,0.04343641549348831,539.4481128032824,1.8103818893432617,2025-10-02 04:10:16
DP-KMeans,0.5,14,55,0.16464767170847494,0.31184683515805717,0.02048981934785843,513.9184891414159,1.6761982440948486,2025-10-02 04:10:18
DP-KMeans,0.5,13,54,0.18058284434937114,0.28683578202399956,0.012613203376531601,436.08140606762134,1.7730450630187988,2025-10-02 04:10:20
DP-KMeans,0.5,12,53,0.13497301331043418,0.23896036913823415,0.042666949331760406,500.36180917748635,1.652637004852295,2025-10-02 04:10:20
DP-KMeans,0.5,11,52,0.10383454465640682,0.238763846431515,0.05616261810064316,414.93624857972134,1.6277658939361572,2025-10-02 04:10:21
DP-KMeans,0.5,17,58,0.19064179998088185,0.3086777807103639,0.05123727396130562,505.4828574694592,1.926558256149292,2025-10-02 04:11:07
DP-KMeans,0.5,16,57,0.1280993793492023,0.2614433616733274,0.034520674496889114,418.2708792275491,1.8855230808258057,2025-10-02 04:11:07
DP-KMeans,0.5,18,59,0.21259944544654688,0.31790720012253904,0.07110854983329773,469.5485783078284,1.900278091430664,2025-10-02 04:11:08
DP-KMeans,0.5,19,60,0.2766437781116203,0.39051849895126817,0.06681936234235764,262.107778203257,1.9291009902954102,2025-10-02 04:11:09
DP-KMeans,1,5,46,0.25651999514989793,0.37137395433672593,0.05629942938685417,172.0305407859012,1.3869719505310059,2025-10-02 05:38:54
DP-KMeans,1,4,45,0.22129591535975943,0.33595012442568367,0.05944250896573067,262.60149076140556,1.3397789001464844,2025-10-02 05:38:56
DP-KMeans,1,0,41,0.2433255126310559,0.3578005673750415,0.045380495488643646,313.21848727719737,1.2653141021728516,2025-10-02 05:38:56
DP-KMeans,1,6,47,0.2220065300005389,0.3497392881974657,0.06653030961751938,161.53304006776594,1.360853910446167,2025-10-02 05:38:57
DP-KMeans,1,2,43,0.2877441130073178,0.39746648691987513,0.07176467776298523,275.8852387700169,1.2867159843444824,2025-10-02 05:38:57
DP-KMeans,1,1,42,0.24819502269081176,0.36914720304851156,0.053370002657175064,230.95657753892903,1.3124680519104004,2025-10-02 05:38:58
DP-KMeans,1,3,44,0.21999584888359108,0.3447269586426639,0.06077321246266365,265.3905609147651,1.3378708362579346,2025-10-02 05:39:00
DP-KMeans,1,7,48,0.16159257945260588,0.2688224906256158,0.04758031293749809,483.3080676449511,1.3705377578735352,2025-10-02 05:39:01
DP-KMeans,1,9,50,0.25461877290741625,0.36741677045790533,0.05004130303859711,176.94926016562073,1.8610401153564453,2025-10-02 05:40:53
DP-KMeans,1,13,54,0.2569425456918325,0.38256582195717076,0.06202860549092293,254.78258695790683,1.8428049087524414,2025-10-02 05:40:57
DP-KMeans,1,8,49,0.1680279798613267,0.29064460870032244,0.047755464911460876,501.08437244885044,1.9714419841766357,2025-10-02 05:40:57
DP-KMeans,1,10,51,0.23866678234378208,0.3586500391045551,0.050898775458335876,389.73359559620803,1.9643418788909912,2025-10-02 05:40:59
DP-KMeans,1,12,53,0.15829590624172468,0.27252514594346466,0.046201203018426895,408.274059895946,1.9363539218902588,2025-10-02 05:40:59
DP-KMeans,1,11,52,0.1848974394533003,0.3296292451473636,0.07608726620674133,439.0846926957206,1.9432308673858643,2025-10-02 05:40:59
DP-KMeans,1,15,56,0.23660852273243568,0.3428742116518396,0.06872912496328354,353.7189876730031,2.142828941345215,2025-10-02 05:41:00
DP-KMeans,1,14,55,0.17331715178642942,0.32178126022328873,0.022296763956546783,332.3294856418969,1.9702239036560059,2025-10-02 05:41:01
DP-KMeans,1,16,57,0.1843552037160769,0.3248654190323225,0.04496651887893677,188.61983033468405,1.9742920398712158,2025-10-02 05:41:50
DP-KMeans,1,17,58,0.20202872797479052,0.31363907581686185,0.04286402091383934,331.19872320296395,1.809161901473999,2025-10-02 05:41:50
DP-KMeans,1,18,59,0.27514669309515455,0.3820229139098543,0.07289746403694153,193.88683661882547,1.8623816967010498,2025-10-02 05:41:50
DP-KMeans,1,19,60,0.27777504721966906,0.391707970492771,0.0566769614815712,137.01197131064873,1.5267341136932373,2025-10-02 05:41:50
DP-KMeans,2,5,46,0.24832066686997964,0.36633063658842235,0.05743066221475601,66.4622828873569,1.312511920928955,2025-10-02 07:08:37
DP-KMeans,2,1,42,0.2667796237497585,0.39079685070547054,0.0629003718495369,115.61354329895941,1.2676739692687988,2025-10-02 07:08:41
DP-KMeans,2,4,45,0.22300451772215454,0.35780392255867416,0.06278133392333984,138.55847119951238,1.2779710292816162,2025-10-02 07:08:41
DP-KMeans,2,0,41,0.25029467456487237,0.358195612968159,0.04982853680849075,207.79728076990241,1.2289419174194336,2025-10-02 07:08:41
DP-KMeans,2,6,47,0.22058190672666853,0.3485538237850857,0.05919599533081055,109.61262721551104,1.304110050201416,2025-10-02 07:08:41
DP-KMeans,2,2,43,0.2827741595878001,0.38939617805829524,0.07290595769882202,242.6539135742813,1.201219081878662,2025-10-02 07:08:43
DP-KMeans,2,7,48,0.2003910012967603,0.34682406220532047,0.055586326867341995,234.2452671668719,1.2885780334472656,2025-10-02 07:08:43
DP-KMeans,2,3,44,0.201791521319559,0.3408438202345573,0.06654723733663559,195.19880364879856,1.3053648471832275,2025-10-02 07:08:43
DP-KMeans,2,8,49,0.20113866279506726,0.34436396350486553,0.059968624264001846,266.9937491597508,1.6758627891540527,2025-10-02 07:10:25
DP-KMeans,2,9,50,0.2667188881916377,0.3809400852452936,0.05548201873898506,108.90588903052648,1.7771968841552734,2025-10-02 07:10:27
DP-KMeans,2,10,51,0.2781648664039237,0.39971201087527036,0.061616379767656326,229.6923159503127,1.7854368686676025,2025-10-02 07:10:29
DP-KMeans,2,12,53,0.20653446343912912,0.32721801330053174,0.05956173315644264,216.1063040357542,1.7153856754302979,2025-10-02 07:10:29
DP-KMeans,2,15,56,0.25374286356789616,0.36294400238958197,0.07141975313425064,195.3067872120246,1.8037843704223633,2025-10-02 07:10:30
DP-KMeans,2,13,54,0.2902876759420607,0.4079151150185042,0.06680971384048462,199.02177313003017,1.7350640296936035,2025-10-02 07:10:30
DP-KMeans,2,11,52,0.21807819843134763,0.3659913028368108,0.07252684235572815,115.53853298570634,1.720527172088623,2025-10-02 07:10:31
DP-KMeans,2,14,55,0.19489501361508652,0.34687537755996845,0.04918363690376282,88.150354560387,1.8281221389770508,2025-10-02 07:10:32
DP-KMeans,2,16,57,0.19647143613151227,0.33406046440610493,0.05164938047528267,111.11702810909462,2.011060953140259,2025-10-02 07:11:21
DP-KMeans,2,17,58,0.2074400101210724,0.33499626750491157,0.051590994000434875,93.68467787193957,1.9501168727874756,2025-10-02 07:11:21
DP-KMeans,2,18,59,0.2867802088867798,0.40345484538945076,0.07857407629489899,73.18895258060928,1.9806368350982666,2025-10-02 07:11:21
DP-KMeans,2,19,60,0.2816974226292473,0.39608443737825216,0.06464321911334991,72.3590281856434,1.9287159442901611,2025-10-02 07:11:21
DP-KMeans,5,5,46,0.2500211621891049,0.3747813123976453,0.06069701537489891,62.58613972217911,1.3723907470703125,2025-10-02 08:36:53
DP-KMeans,5,6,47,0.22663876371267486,0.3635088273200673,0.06845150887966156,67.61808842165878,1.3585619926452637,2025-10-02 08:36:53
DP-KMeans,5,2,43,0.28311974433619486,0.3995172868210441,0.07385815680027008,114.64883476999005,1.3054189682006836,2025-10-02 08:36:55
DP-KMeans,5,0,41,0.2563280732834492,0.3882929830433197,0.06008387356996536,63.06728090258218,1.27162504196167,2025-10-02 08:36:55
DP-KMeans,5,4,45,0.2311415091755176,0.3641663379510433,0.06452897191047668,165.0768074776247,1.365368127822876,2025-10-02 08:36:55
DP-KMeans,5,1,42,0.275290568112768,0.39515911123120806,0.06772276759147644,77.89577326751669,1.2930560111999512,2025-10-02 08:36:55
DP-KMeans,5,3,44,0.21141412912312907,0.35260536025501776,0.06695340573787689,107.65798387682268,1.3336360454559326,2025-10-02 08:36:55
DP-KMeans,5,7,48,0.20930891763927528,0.36569028475325205,0.061738498508930206,87.76794731569079,1.3114800453186035,2025-10-02 08:36:57
DP-KMeans,5,9,50,0.28610697499937104,0.40573786337007867,0.06865434348583221,54.51699591004965,1.736860990524292,2025-10-02 08:38:48
DP-KMeans,5,14,55,0.20926045569945428,0.35776742955493246,0.05341102182865143,71.32304357976199,1.8362491130828857,2025-10-02 08:38:52
DP-KMeans,5,10,51,0.28242432405148915,0.40873471960527197,0.0692201554775238,56.93299694630055,1.819261074066162,2025-10-02 08:38:52
DP-KMeans,5,8,49,0.20811232548403522,0.3610504648531661,0.055960994213819504,283.7802340782158,1.7330570220947266,2025-10-02 08:38:53
DP-KMeans,5,13,54,0.30049193958699916,0.4275918414817019,0.06737077236175537,163.0903403127781,1.880890130996704,2025-10-02 08:38:53
DP-KMeans,5,12,53,0.19140970974574434,0.3239709233740617,0.058980342000722885,86.12757113936615,1.813460111618042,2025-10-02 08:38:54
DP-KMeans,5,15,56,0.25280287271560076,0.3651362579863251,0.07139524072408676,88.17724185973853,1.9841482639312744,2025-10-02 08:38:54
DP-KMeans,5,11,52,0.2418258238951111,0.3870853937185982,0.08035881072282791,78.01943069042181,1.8312273025512695,2025-10-02 08:38:55
DP-KMeans,5,16,57,0.19824396543032904,0.3344913126307661,0.053645145148038864,100.05815896162777,2.0035998821258545,2025-10-02 08:39:41
DP-KMeans,5,17,58,0.2306059060362376,0.3523833217165536,0.05888849124312401,75.82770462682961,1.6322412490844727,2025-10-02 08:39:42
DP-KMeans,5,18,59,0.2933516078929854,0.41350251368443053,0.08134029805660248,66.5034659152361,1.6179618835449219,2025-10-02 08:39:44
DP-KMeans,5,19,60,0.27903422103623937,0.39652435246481393,0.06575661152601242,63.73044982535036,1.551522970199585,2025-10-02 08:39:44
DP-KMeans,10,0,41,0.2598570323104139,0.3895892434968765,0.0625961571931839,58.12199840251412,1.3357207775115967,2025-10-02 10:06:35
DP-KMeans,10,5,46,0.2505682214975431,0.37680574211569,0.06152055785059929,62.13534708203289,1.403087854385376,2025-10-02 10:06:39
DP-KMeans,10,1,42,0.27742965698626704,0.3956876601981189,0.06821338087320328,74.96536855414949,1.371110200881958,2025-10-02 10:06:39
DP-KMeans,10,4,45,0.2510205168642197,0.3938086748736796,0.07056140899658203,67.57643624801335,1.361130952835083,2025-10-02 10:06:39
DP-KMeans,10,6,47,0.23038328512889877,0.36731520371193427,0.0687985047698021,64.37456063367839,1.3698351383209229,2025-10-02 10:06:41
DP-KMeans,10,2,43,0.2819827613441831,0.3949865404574421,0.07689423859119415,97.77479864417347,1.3466742038726807,2025-10-02 10:06:41
DP-KMeans,10,7,48,0.21394207999421277,0.36793454161625644,0.0626906231045723,84.29450268169697,1.348254919052124,2025-10-02 10:06:41
DP-KMeans,10,3,44,0.21645919492511734,0.3593854715242218,0.07083695381879807,92.79324297646215,1.359860897064209,2025-10-02 10:06:41
DP-KMeans,10,8,49,0.2112224578383443,0.3597328489510117,0.057172153145074844,177.62398841721455,1.9751050472259521,2025-10-02 10:09:13
DP-KMeans,10,11,52,0.2433599663387223,0.38963697942678055,0.08111830055713654,80.89429957818285,1.9663469791412354,2025-10-02 10:09:13
DP-KMeans,10,13,54,0.30187480615397183,0.4240519369834882,0.0687459409236908,52.95383980698775,2.092302083969116,2025-10-02 10:09:15
DP-KMeans,10,10,51,0.2825277564414053,0.40825655759150037,0.06891290098428726,53.179044719142745,2.036428213119507,2025-10-02 10:09:21
DP-KMeans,10,9,50,0.2859671638119686,0.4053693111466194,0.0685843825340271,53.54556390824242,2.0369558334350586,2025-10-02 10:09:27
DP-KMeans,10,15,56,0.2566865716090802,0.3678937288316804,0.07269930094480515,84.95558914736948,2.1128640174865723,2025-10-02 10:09:28
DP-KMeans,10,12,53,0.19597557492257867,0.32791897299899486,0.060172196477651596,81.25256881168161,2.108135938644409,2025-10-02 10:09:28
DP-KMeans,10,14,55,0.21262049673295352,0.35964460837110773,0.05457805469632149,66.94840405805023,2.0335681438446045,2025-10-02 10:09:28
DP-KMeans,10,17,58,0.23518482776199004,0.35898023019441155,0.060286521911621094,73.70716677010915,1.2867069244384766,2025-10-02 10:10:06
DP-KMeans,10,16,57,0.19891972397952257,0.3353506030482065,0.054238077253103256,98.56363514861692,1.3743181228637695,2025-10-02 10:10:07
DP-KMeans,10,18,59,0.2948138371695423,0.4153157591186396,0.08176979422569275,65.75324438444319,1.6453018188476562,2025-10-02 10:10:07
DP-KMeans,10,19,60,0.27992411852415605,0.39793940578857945,0.0658067837357521,62.68921834901573,1.6287860870361328,2025-10-02 10:10:09
