Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,rr_p,timestamp
DP-GRAMS-C,0.1,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1619.6684908866882,1.0,2025-10-02 01:39:06
DP-GRAMS-C,0.1,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1622.7677760124207,1.0,2025-10-02 01:39:19
DP-GRAMS-C,0.1,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1625.2646598815918,1.0,2025-10-02 01:39:21
DP-GRAMS-C,0.1,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1626.5897781848907,1.0,2025-10-02 01:39:21
DP-GRAMS-C,0.1,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1634.6110889911652,1.0,2025-10-02 01:39:32
DP-GRAMS-C,0.1,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1640.085951089859,1.0,2025-10-02 01:39:42
DP-GRAMS-C,0.1,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1645.1078419685364,1.0,2025-10-02 01:39:44
DP-GRAMS-C,0.1,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1644.928983926773,1.0,2025-10-02 01:39:44
DP-GRAMS-C,0.1,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1999.5738921165466,1.0,2025-10-02 02:14:19
DP-GRAMS-C,0.1,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,2013.5471529960632,1.0,2025-10-02 02:14:57
DP-GRAMS-C,0.1,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,2020.3055171966553,1.0,2025-10-02 02:15:07
DP-GRAMS-C,0.1,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,2026.1801483631134,1.0,2025-10-02 02:15:18
DP-GRAMS-C,0.1,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,2015.2120449543,1.0,2025-10-02 02:15:19
DP-GRAMS-C,0.1,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,2018.170679807663,1.0,2025-10-02 02:15:31
DP-GRAMS-C,0.1,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,2023.2560477256775,1.0,2025-10-02 02:15:33
DP-GRAMS-C,0.1,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,2030.3828358650208,1.0,2025-10-02 02:15:37
DP-GRAMS-C,0.1,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1002.5931870937347,1.0,2025-10-02 02:32:46
DP-GRAMS-C,0.1,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1083.721156835556,1.0,2025-10-02 02:33:06
DP-GRAMS-C,0.1,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,1060.3413507938385,1.0,2025-10-02 02:33:18
DP-GRAMS-C,0.1,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,1061.9337441921234,1.0,2025-10-02 02:33:25
DP-GRAMS-C,0.5,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1991.7688238620758,1.0,2025-10-02 03:13:47
DP-GRAMS-C,0.5,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,2003.7534658908844,1.0,2025-10-02 03:14:07
DP-GRAMS-C,0.5,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,2006.941635131836,1.0,2025-10-02 03:14:07
DP-GRAMS-C,0.5,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,2006.2699809074402,1.0,2025-10-02 03:14:08
DP-GRAMS-C,0.5,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,2012.2459127902985,1.0,2025-10-02 03:14:20
DP-GRAMS-C,0.5,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,2013.302039861679,1.0,2025-10-02 03:14:20
DP-GRAMS-C,0.5,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,2018.9884197711945,1.0,2025-10-02 03:14:23
DP-GRAMS-C,0.5,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,2024.593393087387,1.0,2025-10-02 03:14:30
DP-GRAMS-C,0.5,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1940.0961380004883,1.0,2025-10-02 03:47:58
DP-GRAMS-C,0.5,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1950.1312777996063,1.0,2025-10-02 03:48:39
DP-GRAMS-C,0.5,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1952.7974808216095,1.0,2025-10-02 03:48:45
DP-GRAMS-C,0.5,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1953.9809358119965,1.0,2025-10-02 03:48:45
DP-GRAMS-C,0.5,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1951.0737099647522,1.0,2025-10-02 03:48:58
DP-GRAMS-C,0.5,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1953.7997817993164,1.0,2025-10-02 03:49:00
DP-GRAMS-C,0.5,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1954.803297996521,1.0,2025-10-02 03:49:00
DP-GRAMS-C,0.5,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1950.2398581504822,1.0,2025-10-02 03:49:02
DP-GRAMS-C,0.5,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1022.5199677944183,1.0,2025-10-02 04:05:43
DP-GRAMS-C,0.5,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,1001.1792230606079,1.0,2025-10-02 04:06:03
DP-GRAMS-C,0.5,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,1000.708297252655,1.0,2025-10-02 04:06:07
DP-GRAMS-C,0.5,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1000.8536031246185,1.0,2025-10-02 04:06:08
DP-GRAMS-C,1,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1945.850771188736,1.0,2025-10-02 04:45:42
DP-GRAMS-C,1,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1951.2489259243011,1.0,2025-10-02 04:45:49
DP-GRAMS-C,1,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1954.4034390449524,1.0,2025-10-02 04:45:55
DP-GRAMS-C,1,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1956.6298379898071,1.0,2025-10-02 04:45:55
DP-GRAMS-C,1,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1957.5010652542114,1.0,2025-10-02 04:45:58
DP-GRAMS-C,1,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1958.4282677173615,1.0,2025-10-02 04:45:58
DP-GRAMS-C,1,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1960.5294048786163,1.0,2025-10-02 04:45:58
DP-GRAMS-C,1,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1963.8291051387787,1.0,2025-10-02 04:46:00
DP-GRAMS-C,1,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1900.6285519599915,1.0,2025-10-02 05:19:18
DP-GRAMS-C,1,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1890.6645979881287,1.0,2025-10-02 05:19:29
DP-GRAMS-C,1,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1903.2132730484009,1.0,2025-10-02 05:19:32
DP-GRAMS-C,1,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1906.7700860500336,1.0,2025-10-02 05:19:47
DP-GRAMS-C,1,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1919.858274936676,1.0,2025-10-02 05:20:01
DP-GRAMS-C,1,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1917.369684934616,1.0,2025-10-02 05:20:01
DP-GRAMS-C,1,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1919.7281839847565,1.0,2025-10-02 05:20:03
DP-GRAMS-C,1,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1920.3094811439514,1.0,2025-10-02 05:20:03
DP-GRAMS-C,1,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1007.219321012497,1.0,2025-10-02 05:36:51
DP-GRAMS-C,1,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,999.9763927459717,1.0,2025-10-02 05:36:55
DP-GRAMS-C,1,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,1002.4289090633392,1.0,2025-10-02 05:37:00
DP-GRAMS-C,1,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,991.0432419776917,1.0,2025-10-02 05:37:02
DP-GRAMS-C,2,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1896.1167330741882,1.0,2025-10-02 06:15:27
DP-GRAMS-C,2,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1904.5178298950195,1.0,2025-10-02 06:15:41
DP-GRAMS-C,2,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1912.5994861125946,1.0,2025-10-02 06:15:51
DP-GRAMS-C,2,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1915.349916934967,1.0,2025-10-02 06:15:53
DP-GRAMS-C,2,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1917.5877060890198,1.0,2025-10-02 06:15:57
DP-GRAMS-C,2,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1921.6950359344482,1.0,2025-10-02 06:16:04
DP-GRAMS-C,2,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1920.3669202327728,1.0,2025-10-02 06:16:04
DP-GRAMS-C,2,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1929.6754608154297,1.0,2025-10-02 06:16:06
DP-GRAMS-C,2,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1888.7755539417267,1.0,2025-10-02 06:48:39
DP-GRAMS-C,2,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1884.6621251106262,1.0,2025-10-02 06:48:54
DP-GRAMS-C,2,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1889.1255221366882,1.0,2025-10-02 06:49:15
DP-GRAMS-C,2,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1892.1019201278687,1.0,2025-10-02 06:49:21
DP-GRAMS-C,2,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1896.3101329803467,1.0,2025-10-02 06:49:33
DP-GRAMS-C,2,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1896.575833082199,1.0,2025-10-02 06:49:35
DP-GRAMS-C,2,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1894.6630721092224,1.0,2025-10-02 06:49:35
DP-GRAMS-C,2,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1900.8751349449158,1.0,2025-10-02 06:49:40
DP-GRAMS-C,2,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1013.8611180782318,1.0,2025-10-02 07:06:17
DP-GRAMS-C,2,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,1001.0423901081085,1.0,2025-10-02 07:06:18
DP-GRAMS-C,2,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,989.2484850883484,1.0,2025-10-02 07:06:26
DP-GRAMS-C,2,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1001.7723398208618,1.0,2025-10-02 07:06:37
DP-GRAMS-C,5,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1880.950553894043,1.0,2025-10-02 07:44:45
DP-GRAMS-C,5,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1885.9937579631805,1.0,2025-10-02 07:44:48
DP-GRAMS-C,5,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1886.6896879673004,1.0,2025-10-02 07:44:48
DP-GRAMS-C,5,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1887.4825859069824,1.0,2025-10-02 07:44:50
DP-GRAMS-C,5,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1887.223839044571,1.0,2025-10-02 07:44:50
DP-GRAMS-C,5,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1894.8586869239807,1.0,2025-10-02 07:44:58
DP-GRAMS-C,5,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1896.981466293335,1.0,2025-10-02 07:45:04
DP-GRAMS-C,5,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1911.4645659923553,1.0,2025-10-02 07:45:17
DP-GRAMS-C,5,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1869.848275899887,1.0,2025-10-02 08:17:50
DP-GRAMS-C,5,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1873.9431953430176,1.0,2025-10-02 08:17:50
DP-GRAMS-C,5,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1868.693242073059,1.0,2025-10-02 08:17:53
DP-GRAMS-C,5,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1869.5126469135284,1.0,2025-10-02 08:17:53
DP-GRAMS-C,5,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1874.0888042449951,1.0,2025-10-02 08:17:55
DP-GRAMS-C,5,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1873.601706981659,1.0,2025-10-02 08:18:07
DP-GRAMS-C,5,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1881.33997797966,1.0,2025-10-02 08:18:16
DP-GRAMS-C,5,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1889.5408260822296,1.0,2025-10-02 08:18:25
DP-GRAMS-C,5,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,979.3017928600311,1.0,2025-10-02 08:34:54
DP-GRAMS-C,5,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,977.8225951194763,1.0,2025-10-02 08:34:56
DP-GRAMS-C,5,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,981.4235181808472,1.0,2025-10-02 08:34:56
DP-GRAMS-C,5,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,979.6887080669403,1.0,2025-10-02 08:34:58
DP-GRAMS-C,10,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1859.8874688148499,1.0,2025-10-02 09:12:44
DP-GRAMS-C,10,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1865.3815748691559,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1864.1201119422913,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1867.9536261558533,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1877.8252141475677,1.0,2025-10-02 09:13:04
DP-GRAMS-C,10,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1873.2756731510162,1.0,2025-10-02 09:13:04
DP-GRAMS-C,10,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1885.1236519813538,1.0,2025-10-02 09:13:11
DP-GRAMS-C,10,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1891.43279504776,1.0,2025-10-02 09:13:17
DP-GRAMS-C,10,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1893.539312839508,1.0,2025-10-02 09:46:12
DP-GRAMS-C,10,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1897.801733970642,1.0,2025-10-02 09:46:28
DP-GRAMS-C,10,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1897.123391866684,1.0,2025-10-02 09:46:28
DP-GRAMS-C,10,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1905.835203886032,1.0,2025-10-02 09:46:41
DP-GRAMS-C,10,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1911.2270221710205,1.0,2025-10-02 09:47:01
DP-GRAMS-C,10,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1914.3149461746216,1.0,2025-10-02 09:47:09
DP-GRAMS-C,10,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1912.1891050338745,1.0,2025-10-02 09:47:10
DP-GRAMS-C,10,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1933.1242489814758,1.0,2025-10-02 09:47:13
DP-GRAMS-C,10,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,1020.4414432048798,1.0,2025-10-02 10:04:14
DP-GRAMS-C,10,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1037.6407177448273,1.0,2025-10-02 10:04:16
DP-GRAMS-C,10,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,1026.1127362251282,1.0,2025-10-02 10:04:20
DP-GRAMS-C,10,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1014.9084241390228,1.0,2025-10-02 10:04:22
